run_id,initial_case_id,initial_label,psi0,psi0_lower,psi0_upper,schedule_id,binary_sequence,on_count,on_fraction,theta_1in_t0,theta_5in_t0,theta_9in_t0,theta_1in_t1,theta_5in_t1,theta_9in_t1,theta_1in_t2,theta_5in_t2,theta_9in_t2,theta_1in_t3,theta_5in_t3,theta_9in_t3,theta_1in_t4,theta_5in_t4,theta_9in_t4,theta_1in_t5,theta_5in_t5,theta_9in_t5,theta_1in_t6,theta_5in_t6,theta_9in_t6
run_0011,dry_001,dry,-2.19,-2.19,-1.38,sched_0011,001010,2,0.333333333333333,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,15.355684816953,15.3559232716655,15.3559232716744,24.6079520084914,24.5421395233339,24.4779069969906,18.4077838266376,19.4675807940176,20.1752631598822,24.8929792126584,24.8877026548016,24.883635965295,18.4657846722257,19.538088179151,20.251026932764
run_0012,dry_001,dry,-2.19,-2.19,-1.38,sched_0012,001011,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,15.355684816953,15.3559232716655,15.3559232716744,24.6079520084914,24.5421395233339,24.4779069969906,18.4077838266376,19.4675807940176,20.1752631598822,24.8929792126584,24.8877026548016,24.883635965295,24.9995532086863,24.9995529751671,24.9995528106825
run_0013,dry_001,dry,-2.19,-2.19,-1.38,sched_0013,001100,2,0.333333333333333,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,15.355684816953,15.3559232716655,15.3559232716744,24.6079520084914,24.5421395233339,24.4779069969906,24.9959781592573,24.9959654783865,24.995956503193,18.4830180538509,19.5589609083091,20.2733836462414,17.4446805392222,18.2472310439302,18.8185632026958
run_0014,dry_001,dry,-2.19,-2.19,-1.38,sched_0014,001101,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,15.355684816953,15.3559232716655,15.3559232716744,24.6079520084914,24.5421395233339,24.4779069969906,24.9959781592573,24.9959654783865,24.995956503193,18.4830180538509,19.5589609083091,20.2733836462414,24.895990138437,24.890989039433,24.8871434452282
run_0015,dry_001,dry,-2.19,-2.19,-1.38,sched_0015,001110,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,15.355684816953,15.3559232716655,15.3559232716744,24.6079520084914,24.5421395233339,24.4779069969906,24.9959781592573,24.9959654783865,24.995956503193,24.999996709515,24.9999967094837,24.9999967094614,18.4836464716272,19.5597212164485,20.2741986324743
run_0016,dry_001,dry,-2.19,-2.19,-1.38,sched_0016,001111,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,15.355684816953,15.3559232716655,15.3559232716744,24.6079520084914,24.5421395233339,24.4779069969906,24.9959781592573,24.9959654783865,24.995956503193,24.999996709515,24.9999967094837,24.9999967094614,24.9999997767033,24.9999997767031,24.9999997767029
run_0017,dry_001,dry,-2.19,-2.19,-1.38,sched_0017,010000,1,0.166666666666667,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,18.4077839841173,19.4675809859984,20.175263366584,17.4173184988706,18.2112732792951,18.7773736218695,16.9754556848368,17.6220029649787,18.0939626043139,16.7168618204416,17.2702578649603,17.6791498838844
run_0018,dry_001,dry,-2.19,-2.19,-1.38,sched_0018,010001,2,0.333333333333333,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,18.4077839841173,19.4675809859984,20.175263366584,17.4173184988706,18.2112732792951,18.7773736218695,16.9754556848368,17.6220029649787,18.0939626043139,24.8122046990236,24.796854509329,24.7842744947312
run_0019,dry_001,dry,-2.19,-2.19,-1.38,sched_0019,010010,2,0.333333333333333,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,18.4077839841173,19.4675809859984,20.175263366584,17.4173184988706,18.2112732792951,18.7773736218695,24.8430749554727,24.8321898590589,24.8234773861493,18.4568286967346,19.5272274447506,20.2393825576853
run_0020,dry_001,dry,-2.19,-2.19,-1.38,sched_0020,010011,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,18.4077839841173,19.4675809859984,20.175263366584,17.4173184988706,18.2112732792951,18.7773736218695,24.8430749554727,24.8321898590589,24.8234773861493,24.9991561788019,24.9991554376142,24.9991549152019
run_0021,dry_001,dry,-2.19,-2.19,-1.38,sched_0021,010100,2,0.333333333333333,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,18.4077839841173,19.4675809859984,20.175263366584,24.8929792190592,24.8877026617961,24.8836359727641,18.4657846733513,19.538088180515,20.2510269342256,17.4384814307072,18.2390906785805,18.8092446696557
run_0022,dry_001,dry,-2.19,-2.19,-1.38,sched_0022,010101,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,18.4077839841173,19.4675809859984,20.175263366584,24.8929792190592,24.8877026617961,24.8836359727641,18.4657846733513,19.538088180515,20.2510269342256,24.8953085003898,24.8902456609246,24.8863505781207
run_0023,dry_001,dry,-2.19,-2.19,-1.38,sched_0023,010110,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,18.4077839841173,19.4675809859984,20.175263366584,24.8929792190592,24.8877026617961,24.8836359727641,24.9995532087259,24.9995529752066,24.999552810722,18.4835866938799,19.5596487213486,20.2741230690912
run_0024,dry_001,dry,-2.19,-2.19,-1.38,sched_0024,010111,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,18.4077839841173,19.4675809859984,20.175263366584,24.8929792190592,24.8877026617961,24.8836359727641,24.9995532087259,24.9995529752066,24.999552810722,24.9999992209576,24.9999992209553,24.9999992209536
run_0025,dry_001,dry,-2.19,-2.19,-1.38,sched_0025,011000,2,0.333333333333333,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,24.9959781771309,24.9959654961585,24.995956521159,18.483018056665,19.5589609116872,20.2733836482115,17.4446805395112,18.2472310443022,18.8185632031173,16.9900525632262,17.6417159683796,18.1170685277418
run_0026,dry_001,dry,-2.19,-2.19,-1.38,sched_0026,011001,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,24.9959781771309,24.9959654961585,24.995956521159,18.483018056665,19.5589609116872,20.2733836482115,17.4446805395112,18.2472310443022,18.8185632031173,24.8447736969725,24.834112031421,24.8255894048442
run_0027,dry_001,dry,-2.19,-2.19,-1.38,sched_0027,011010,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,24.9959781771309,24.9959654961585,24.995956521159,18.483018056665,19.5589609116872,20.2733836482115,24.8959901385483,24.8909890395544,24.8871434453577,18.4663026903745,19.5387160849178,20.2516999935978
run_0028,dry_001,dry,-2.19,-2.19,-1.38,sched_0028,011011,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,24.9959781771309,24.9959654961585,24.995956521159,18.483018056665,19.5589609116872,20.2733836482115,24.8959901385483,24.8909890395544,24.8871434453577,24.9995738867827,24.9995736724945,24.9995735215722
run_0029,dry_001,dry,-2.19,-2.19,-1.38,sched_0029,011100,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,24.9959781771309,24.9959654961585,24.995956521159,24.9999967095214,24.9999967094898,24.9999967094676,18.4836552526393,19.5597318471584,20.2742096949733,17.4449090120359,18.2475309972983,18.8189065043806
run_0030,dry_001,dry,-2.19,-2.19,-1.38,sched_0030,011101,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,24.9959781771309,24.9959654961585,24.995956521159,24.9999967095214,24.9999967094898,24.9999967094676,18.4836552526393,19.5597318471584,20.2742096949733,24.8960152124061,24.8910163933426,24.8871726531752
run_0031,dry_001,dry,-2.19,-2.19,-1.38,sched_0031,011110,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,24.9959781771309,24.9959654961585,24.995956521159,24.9999967095214,24.9999967094898,24.9999967094676,24.9999997767001,24.9999997766999,24.9999997766997,18.4836539784795,19.5597302926642,20.2742084420249
run_0032,dry_001,dry,-2.19,-2.19,-1.38,sched_0032,011111,5,0.833333333333333,15.3559232716744,15.3559232716744,15.3559232716744,15.3558026995988,15.3559232716741,15.3559232716744,24.6079526481626,24.5421403985556,24.4779081655405,24.9959781771309,24.9959654961585,24.995956521159,24.9999967095214,24.9999967094898,24.9999967094676,24.9999997767001,24.9999997766999,24.9999997766997,24.9999999085005,24.9999999085004,24.9999999085004
run_0033,dry_001,dry,-2.19,-2.19,-1.38,sched_0033,100000,1,0.166666666666667,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,17.4173184234562,18.2112731800844,18.777373508112,16.9754556443861,17.6220029103249,18.0939625402255,16.7168617946792,17.2702578296889,17.6791498420555,16.5437744274319,17.0323534306941,17.3960655339861
run_0034,dry_001,dry,-2.19,-2.19,-1.38,sched_0034,100001,2,0.333333333333333,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,17.4173184234562,18.2112731800844,18.777373508112,16.9754556443861,17.6220029103249,18.0939625402255,16.7168617946792,17.2702578296889,17.6791498420555,24.7905717444756,24.7716293667687,24.7558427007472
run_0035,dry_001,dry,-2.19,-2.19,-1.38,sched_0035,100010,2,0.333333333333333,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,17.4173184234562,18.2112731800844,18.777373508112,16.9754556443861,17.6220029103249,18.0939625402255,24.8122046958661,24.7968545056754,24.7842744906408,18.4510634141466,19.5202317147592,20.2318757566021
run_0036,dry_001,dry,-2.19,-2.19,-1.38,sched_0036,100011,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,17.4173184234562,18.2112731800844,18.777373508112,16.9754556443861,17.6220029103249,18.0939625402255,24.8122046958661,24.7968545056754,24.7842744906408,24.9988617741174,24.9988604975491,24.998859597181
run_0037,dry_001,dry,-2.19,-2.19,-1.38,sched_0037,100100,2,0.333333333333333,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,17.4173184234562,18.2112731800844,18.777373508112,24.8430749507584,24.8321898537214,24.8234773802817,18.4568286958675,19.5272274436991,20.2393825565696,17.4352444773507,18.2348386945173,18.8043759425274
run_0038,dry_001,dry,-2.19,-2.19,-1.38,sched_0038,100101,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,17.4173184234562,18.2112731800844,18.777373508112,24.8430749507584,24.8321898537214,24.8234773802817,18.4568286958675,19.5272274436991,20.2393825565696,24.8949524554944,24.889857214955,24.8859361555421
run_0039,dry_001,dry,-2.19,-2.19,-1.38,sched_0039,100110,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,17.4173184234562,18.2112731800844,18.777373508112,24.8430749507584,24.8321898537214,24.8234773802817,24.9991561787598,24.999155437572,24.9991549151596,18.4835197468608,19.5595677663659,20.2740312212068
run_0040,dry_001,dry,-2.19,-2.19,-1.38,sched_0040,100111,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,17.4173184234562,18.2112731800844,18.777373508112,24.8430749507584,24.8321898537214,24.8234773802817,24.9991561787598,24.999155437572,24.9991549151596,24.9999989504522,24.9999989504483,24.9999989504455
run_0041,dry_001,dry,-2.19,-2.19,-1.38,sched_0041,101000,2,0.333333333333333,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,24.8929792107483,24.8877026527143,24.8836359630661,18.465784671891,19.5380881787449,20.2510269323286,17.4384814301803,18.2390906778885,18.8092446688647,16.9867592653514,17.6372698731125,18.1118587404023
run_0042,dry_001,dry,-2.19,-2.19,-1.38,sched_0042,101001,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,24.8929792107483,24.8877026527143,24.8836359630661,18.465784671891,19.5380881787449,20.2510269323286,17.4384814301803,18.2390906778885,18.8092446688647,24.844390631691,24.8336787908624,24.8251135881325
run_0043,dry_001,dry,-2.19,-2.19,-1.38,sched_0043,101010,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,24.8929792107483,24.8877026527143,24.8836359630661,18.465784671891,19.5380881787449,20.2510269323286,24.8953085003319,24.8902456608614,24.8863505780533,18.4661808148677,19.5385684597442,20.2515418003704
run_0044,dry_001,dry,-2.19,-2.19,-1.38,sched_0044,101011,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,24.8929792107483,24.8877026527143,24.8836359630661,18.465784671891,19.5380881787449,20.2510269323286,24.8953085003319,24.8902456608614,24.8863505780533,24.999569243027,24.9995690244917,24.9995688705709
run_0045,dry_001,dry,-2.19,-2.19,-1.38,sched_0045,101100,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,24.8929792107483,24.8877026527143,24.8836359630661,24.9995532086755,24.9995529751563,24.9995528106717,18.4835882853233,19.5596507979115,20.274122894669,17.4448849865627,18.247499455529,18.8188704050099
run_0046,dry_001,dry,-2.19,-2.19,-1.38,sched_0046,101101,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,24.8929792107483,24.8877026527143,24.8836359630661,24.9995532086755,24.9995529751563,24.9995528106717,18.4835882853233,19.5596507979115,20.274122894669,24.8960125735246,24.8910135162057,24.8871695851905
run_0047,dry_001,dry,-2.19,-2.19,-1.38,sched_0047,101110,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,24.8929792107483,24.8877026527143,24.8836359630661,24.9995532086755,24.9995529751563,24.9995528106717,24.9999992209585,24.9999992209562,24.9999992209546,18.4836533202164,19.559729486602,20.2742070282955
run_0048,dry_001,dry,-2.19,-2.19,-1.38,sched_0048,101111,5,0.833333333333333,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,18.4077837796702,19.4675807367275,20.1752630980324,24.8929792107483,24.8877026527143,24.8836359630661,24.9995532086755,24.9995529751563,24.9995528106717,24.9999992209585,24.9999992209562,24.9999992209546,24.9999998469079,24.9999998469078,24.9999998469077
run_0049,dry_001,dry,-2.19,-2.19,-1.38,sched_0049,110000,2,0.333333333333333,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,18.4830180530716,19.5589609072577,20.2733836399521,17.4446805389427,18.2472310435632,18.8185632022756,16.9900525629263,17.6417159679755,18.1170685272693,16.726131902017,17.2829463891361,17.6941937660074
run_0050,dry_001,dry,-2.19,-2.19,-1.38,sched_0050,110001,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,18.4830180530716,19.5589609072577,20.2733836399521,17.4446805389427,18.2472310435632,18.8185632022756,16.9900525629263,17.6417159679755,18.1170685272693,24.8133395933616,24.7981672370703,24.7857438289082
run_0051,dry_001,dry,-2.19,-2.19,-1.38,sched_0051,110010,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,18.4830180530716,19.5589609072577,20.2733836399521,17.4446805389427,18.2472310435632,18.8185632022756,24.8447736969378,24.8341120313818,24.8255894048011,18.4571409008154,19.5276062023069,20.2397892803147
run_0052,dry_001,dry,-2.19,-2.19,-1.38,sched_0052,110011,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,18.4830180530716,19.5589609072577,20.2733836399521,17.4446805389427,18.2472310435632,18.8185632022756,24.8447736969378,24.8341120313818,24.8255894048011,24.9991713177519,24.9991706009221,24.9991700955959
run_0053,dry_001,dry,-2.19,-2.19,-1.38,sched_0053,110100,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,18.4830180530716,19.5589609072577,20.2733836399521,24.8959901384062,24.8909890393995,24.8871434451925,18.4663026903492,19.5387160848871,20.2516999935643,17.4386683416175,18.2393361735858,18.8095257486983
run_0054,dry_001,dry,-2.19,-2.19,-1.38,sched_0054,110101,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,18.4830180530716,19.5589609072577,20.2733836399521,24.8959901384062,24.8909890393995,24.8871434451925,18.4663026903492,19.5387160848871,20.2516999935643,24.8953291073515,24.8902681628701,24.8863746180996
run_0055,dry_001,dry,-2.19,-2.19,-1.38,sched_0055,110110,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,18.4830180530716,19.5589609072577,20.2733836399521,24.8959901384062,24.8909890393995,24.8871434451925,24.9995738867814,24.9995736724933,24.9995735215709,18.4835782723891,19.5596389410282,20.2741119927189
run_0056,dry_001,dry,-2.19,-2.19,-1.38,sched_0056,110111,5,0.833333333333333,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,18.4830180530716,19.5589609072577,20.2733836399521,24.8959901384062,24.8909890393995,24.8871434451925,24.9995738867814,24.9995736724933,24.9995735215709,24.9999992361595,24.9999992361572,24.9999992361556
run_0057,dry_001,dry,-2.19,-2.19,-1.38,sched_0057,111000,3,0.5,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,24.9999967095452,24.9999967095162,24.9999967094941,18.483655237967,19.5597318294712,20.2742096934118,17.4449090067594,18.2475309903743,18.8189064964641,16.9901737915689,17.6418796162242,18.1172602690272
run_0058,dry_001,dry,-2.19,-2.19,-1.38,sched_0058,111001,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,24.9999967095452,24.9999967095162,24.9999967094941,18.483655237967,19.5597318294712,20.2742096934118,17.4449090067594,18.2475309903743,18.8189064964641,24.8447878833415,24.834128075399,24.8256070322114
run_0059,dry_001,dry,-2.19,-2.19,-1.38,sched_0059,111010,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,24.9999967095452,24.9999967095162,24.9999967094941,18.483655237967,19.5597318294712,20.2742096934118,24.896015211828,24.8910163927122,24.887172652503,18.4663094858905,19.5387243320868,20.2517087990492
run_0060,dry_001,dry,-2.19,-2.19,-1.38,sched_0060,111011,5,0.833333333333333,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,24.9999967095452,24.9999967095162,24.9999967094941,18.483655237967,19.5597318294712,20.2742096934118,24.896015211828,24.8910163927122,24.887172652503,24.9995740637314,24.9995738496392,24.9995736988446
run_0061,dry_001,dry,-2.19,-2.19,-1.38,sched_0061,111100,4,0.666666666666667,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,24.9999967095452,24.9999967095162,24.9999967094941,24.999999776703,24.9999997767028,24.9999997767026,18.4836560986622,19.5597328735003,20.2742107492051,17.4449093047447,18.2475313817271,18.8189069447236
run_0062,dry_001,dry,-2.19,-2.19,-1.38,sched_0062,111101,5,0.833333333333333,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,24.9999967095452,24.9999967095162,24.9999967094941,24.999999776703,24.9999997767028,24.9999997767026,18.4836560986622,19.5597328735003,20.2742107492051,24.8960152459663,24.8910164299327,24.8871726921924
run_0063,dry_001,dry,-2.19,-2.19,-1.38,sched_0063,111110,5,0.833333333333333,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,24.9999967095452,24.9999967095162,24.9999967094941,24.999999776703,24.9999997767028,24.9999997767026,24.9999999085017,24.9999999085016,24.9999999085016,18.4836445805841,19.5597189233175,20.2741954964836
run_0064,dry_001,dry,-2.19,-2.19,-1.38,sched_0064,111111,6,1,15.3559232716744,15.3559232716744,15.3559232716744,24.607951942374,24.5421394374288,24.4779067606002,24.995978154296,24.9959654733571,24.995956498286,24.9999967095452,24.9999967095162,24.9999967094941,24.999999776703,24.9999997767028,24.9999997767026,24.9999999085017,24.9999999085016,24.9999999085016,24.9999999458311,24.9999999458311,24.9999999458311
